-4.965490790356205109e-01	6.340417879815727353e-01	-1.253026795421885442e+00
1.930634639534705377e+00	-9.831611450813509956e-01	-3.541875702563905381e+00
-1.726859116457946375e-01	2.650531808863880179e-01	-3.428169418050954764e+00
-1.970429139555902598e-01	3.552003054088400114e-01	-3.153510979661171554e+00
-1.612734331117222419e+00	1.966029312366538440e+00	-2.500457311986288289e+00
1.172431043168396636e+00	5.097078281123440524e-01	1.659936871746689135e+00
3.774015384375591919e-01	1.442511988876446161e+00	2.210947682755005417e+00
5.292693273944164556e-01	2.144635929095661364e+00	5.069048221010417077e-01
-2.574867149777403608e+00	-3.309821950382895173e-01	9.891631814875049278e-01
5.675542080195762340e-01	8.971915210998233914e-02	1.406340739918697347e+00
-3.559737996389454651e+00	1.616616451575251467e+00	-1.190834579574865382e+00
3.632202183273735674e+00	2.993784290150342198e+00	3.132309959099714991e+00
4.249580652317485274e+00	8.304793903269164224e-01	-1.667611816971214800e-01
3.282230728560629363e+00	1.295785474302295626e+00	-3.292554978609911753e+00
3.581015595364604565e+00	6.823243380210255449e-01	-2.352772047215856421e+00
-2.720907873381434028e-01	1.058042661954228247e+00	-1.592947738136458735e+00
9.261327813790144470e-01	1.327199726219089326e+00	-3.034655706525176688e-01
-1.687697548227513888e-01	6.671998178505447186e-01	2.982114333589339861e+00
2.281820053995243514e-01	1.165618963499382293e-01	-2.403310682346214477e+00
3.418682963557203358e+00	2.877072340724502464e+00	-3.742739711837569150e+00
-5.021381580816288714e-01	1.313301159485860681e-01	4.418170929361886490e-01
4.276992591659579013e+00	1.257262304489471738e+00	-6.442464792835577159e-01
1.661227958585657971e+00	3.118078099922302560e+00	3.500597071583896880e-01
-4.153743892450712849e+00	-2.762974983256508921e+00	3.095998117565118335e+00
-1.077216766300997497e+00	-4.062203731199491297e-01	-1.849779820981368728e+00
3.914812398274214456e+00	-6.392306896315770315e-01	-2.667286259510608382e+00
1.697654739972965510e-01	1.040627908309405880e+00	-2.231679675425757736e+00
-2.947650392046714973e+00	-6.336997086570576032e-01	8.117373807026176946e-01
-5.473944842315050519e-01	5.055875486028070798e-01	-3.396756375970088726e+00
-3.597406914713012327e+00	-3.177578183361293718e+00	3.253458095257956817e+00
-1.231270654687030147e-01	-1.620609816566135619e-01	-1.634863847852688679e+00
3.549011224105024453e+00	1.979157664370935654e+00	-2.013170702889230945e+00
5.382643991026169195e-01	8.872110715509907708e-01	1.216082296926001893e+00
-2.616746346290221847e-01	-2.310209127581422717e+00	4.728058976597928620e-01
1.777203610480575513e-01	-5.885421611316487001e-01	-9.200808206827590929e-01
3.208538796160304685e+00	2.766781571151053942e+00	-3.748318895967079456e+00
2.424022176733596989e+00	6.403771658398085265e-01	-8.126616286706417336e-02
-2.679624508716099029e+00	3.838055827450443935e+00	-5.653430885155079633e-01
-2.948196067725747049e+00	-1.262202952393604249e+00	-3.601958585344329777e-01
2.962671251021997687e+00	2.297810751586055300e+00	-2.573311457873820540e+00
-1.747735605607132037e+00	3.160503959602543600e-01	6.082496830319510384e-01
1.769879269404557975e+00	1.296038448831212664e+00	8.931446392508773924e-01
-2.684145122033093855e+00	1.274808266855254946e+00	1.394714446779611317e+00
-4.203523985590961409e+00	3.188473698672375622e+00	-3.238711232428634013e+00
8.125828430239790956e-01	5.962040478908843255e-01	1.789207903952261702e+00
4.039723968624810091e+00	9.065715144455996355e-02	-2.850163420459443486e+00
-4.083232231879531327e+00	1.510089782623192267e+00	-1.272873605515979056e+00
3.864929681682772067e+00	1.990315617369885492e+00	2.431793752593102820e+00
-8.239643880085905092e-01	1.561227537010654087e+00	3.804073233700921097e+00
3.336672196040839200e+00	1.431421284316548137e+00	-1.293581461755207940e+00
-1.286087360845103167e-01	2.214854274553341273e+00	-7.651299004356473255e-01
-3.315850766349018652e+00	-2.007570836152113625e+00	-7.753352393482882965e-01
-1.969914090175190369e+00	1.790496425545293313e+00	-1.534612040820398038e+00
2.928953369878680046e+00	7.879455179166726664e-01	-2.551963204773626814e-01
7.082209416336752994e-02	1.038384591584302769e-01	-1.319063681484163419e+00
-2.615477138522028788e+00	1.230140135727454620e+00	-8.260288858938447110e-01
2.532363674248258256e+00	2.812885509474488122e-01	-3.074358922557098417e+00
2.917152498428571494e+00	1.190105900118264559e+00	2.534089633468661340e+00
6.264856128606571817e-01	3.235830064500611503e+00	6.356726216835938414e-01
-2.159888200834080008e-01	2.523427168129489306e+00	4.196995951801349101e+00
4.165704334998686420e+00	3.805939314800596551e-01	-1.598311237753320402e+00
-4.892850085816142780e-01	3.183439357811814752e+00	-7.230804808340749769e-03
-1.069622116459332473e+00	1.154343946078130179e+00	1.515508201994763882e+00
1.549037185822742746e+00	2.784907259643887856e-01	4.824622693672275253e-01
4.075335611239673916e+00	1.012108717506108313e+00	-1.703844191446981737e+00
1.918713484151156168e+00	2.115853959839338216e+00	2.795091789656217074e+00
4.192659274040437367e+00	1.905135533301426820e+00	-1.458647944178025124e+00
1.818360091465562656e+00	1.206979556733582148e+00	2.282193917455362708e+00
1.387608178694659467e+00	1.023976622280723392e+00	5.867730691499918549e+00
4.199103994018169139e+00	1.650706329196232280e+00	-2.135942275448293737e-01
-8.367826314715914870e-01	-5.413487938790576548e-01	9.662673571227502478e-01
1.349348637861220307e-02	1.706267340418851974e+00	4.180778762358260958e-01
1.402606216645582604e+00	3.319444913934544772e+00	2.903994867727229812e-01
3.307412875460116197e+00	1.187812933141520588e+00	-1.416580929552479606e+00
1.845849848471971810e-01	6.708709063292263020e-01	1.672101026033297133e+00
1.456630402898243304e+00	1.909700279567619008e+00	9.440264219145484414e-01
