-3.404182105762809107e-01	-1.601661754232625370e-02	6.576621610657809418e-03
-3.082035252113907720e-01	-8.463819656958060378e-02	9.954568366953388259e-02
-2.906498724922721433e-01	-2.859411674992349064e-02	1.554682606199388195e-02
-2.959933550509750155e-01	-3.199737029110874542e-02	2.054360553561154767e-02
-3.953615094719759582e-01	-7.324567423423661294e-02	7.313841810977673996e-02
-2.903172889185487993e-01	-5.145587056979269991e-02	3.929993600900191092e-02
-4.186770805614004609e-01	8.717663956850370266e-03	-2.651920262597355291e-02
-4.141232186682413663e-01	-2.437496258738268418e-02	1.286787277370071182e-02
-3.769123231653582207e-01	-1.479020616929702363e-03	-1.319164418835756976e-02
-3.672343394432936448e-01	7.158249231080023381e-03	-3.672906623796869802e-02
-3.784186129171539514e-01	-7.551844854668411829e-03	1.728570598880743367e-02
-2.947271200078123710e-01	-8.039235949635856540e-03	-1.532086191590817208e-02
-3.577161927919001450e-01	-2.127068018931420335e-02	1.170297703776018890e-02
-3.591669072658164596e-01	-3.513132058715266737e-02	4.670132012425389639e-02
-4.074932372470969622e-01	-1.101799760066725191e-02	2.047409695836399646e-02
-3.342276781322949253e-01	-2.080233669862581458e-02	1.335937961217109268e-02
-3.578296572418690480e-01	-1.794649774333830980e-02	7.240152878881711898e-03
-3.377125115808793376e-01	-2.823469174328575165e-02	3.919778404365819452e-02
-3.679167563557103060e-01	-1.497662276778870087e-02	1.736361087357711497e-02
-3.208876996029214612e-01	-3.524052329700305686e-02	6.863578203348558171e-02
-3.509799514530042575e-01	-3.696453291776713446e-02	5.965483892766793028e-02
-3.581815597564729226e-01	1.604068244567174312e-02	-3.827639406613851658e-02
-3.891462832677462513e-01	-2.091682484914687053e-03	-5.445840097055729308e-03
-3.411320521537438144e-01	1.563176034167519657e-02	-2.350702554573704320e-02
-3.362512177697405402e-01	-3.592162689363411626e-02	4.312233963895152622e-02
-3.991270096767003950e-01	-2.720390593837487478e-02	2.918699190146722966e-02
-4.011167126400623784e-01	-4.926825956352247349e-02	9.457671505718553973e-02
-3.837550810007730462e-01	-6.388453127982425539e-03	-8.382704068355341723e-03
-3.391935902439818240e-01	4.573460901625889946e-03	-7.556964923729323283e-03
-4.254548195982960079e-01	9.313909171336096776e-03	-1.930182426698723308e-02
-3.867443602823825155e-01	-3.388001980404002633e-02	3.887233872743785928e-02
-2.989421821642099242e-01	-3.353387702872116186e-03	1.412258353564781535e-02
-3.361243046448582628e-01	-8.530703958983752375e-03	4.504891773369854718e-03
-3.695793444380787718e-01	-4.019281904323125654e-02	5.876513834552801741e-02
-4.246614644103192115e-01	-3.485135876394768184e-02	2.407936057369684454e-02
